STUDYID,Theorystandardized_corrected,IVConstruct,IVVariableLabel,IVMean,IVSD,Stakeholdergroup,Stakeholdergroupsubcategory,PerformanceVariableLabel,PerformanceMean,PerformanceSD,PerformanceIVCorrelation,PerformanceIVCorrelation_corrected,Nofobs,Noffirms
jd98jms,Resource-based view,Firm resources,Resources provided - resource commitment,3.84,0.69,SOC,SOC3,Envr. personnel in planning,2.32,0.93,0.31,0.31,196,196
jd98jms,Resource-based view,Firm resources,Resources provided - resource commitment,3.84,0.69,SOC,SOC3,In planning,1.94,0.8,0.24,0.24,196,196
jd98jms,Resource-based view,Firm resources,Resources provided - resource commitment,3.84,0.69,SOC,SOC3,Limiting impact,3.71,0.81,0.32,0.32,196,196
jd98jms,Resource-based view,Firm resources,Resources provided - resource commitment,3.84,0.69,SOC,SOC3,Mission statement,2.06,1.07,0.19,0.19,196,196
jd98jms,Resource-based view,Firm resources,Resources provided - resource commitment,3.84,0.69,SOC,SOC3,TMT decisions,2.2,0.86,0.39,0.39,196,196
jd98jms,Resource-based view,Firm resources,Resources provided - resource commitment,3.84,0.69,SOC,SOC4,Preventing crises,3.93,0.69,0.3,0.3,196,196
jk16jbe,Agency theory,Foreign owned rate ,Foreign owned rate ,18.74,20.35,EMP,EMP3,Performance-based pay,1.67,0.49,-0.06,-0.06,234,234
jk16jbe,Institutional theory,Size,Firm size,6.69,1.27,SOC,SOC2,CSR (community),1.85,0.88,0.08,0.08,234,234
jk16jbe,Institutional theory,Size,Firm size,6.69,1.27,SOC,SOC4,CSR (environment),5.96,0.94,0.42,0.42,234,234
jk16jbe,Resource-based view,Size,Firm size,6.69,1.27,INV,INV4,Sales growth,0.0757,0.1561,0,0,234,234
jk16jbe,Stakeholder theory,The degree of involvement in CSR ,CSR (KEJI index),11.14,1.33,CUS,CUS4,CSR (customer),3.33,0.38,0.36,0.36,234,234
jk16jbe,Stakeholder theory,The degree of involvement in CSR ,CSR (KEJI index),11.14,1.33,EMP,EMP3,Performance-based pay,1.67,0.49,0.06,0.06,234,234
jk16jbe,Stakeholder theory,The degree of involvement in CSR ,CSR (KEJI index),11.14,1.33,EMP,EMP3,Union,0.68,0.47,-0.01,-0.01,234,234
jk16jbe,Stakeholder theory,The degree of involvement in CSR ,CSR (KEJI index),11.14,1.33,INV,INV4,Sales growth,0.0757,0.1561,-0.02,-0.02,234,234
jk16jbe,Stakeholder theory,The degree of involvement in CSR ,CSR (KEJI index),11.14,1.33,SOC,SOC2,CSR (community),1.85,0.88,0.58,0.58,234,234
jk16jbe,Stakeholder theory,The degree of involvement in CSR ,CSR (KEJI index),11.14,1.33,SOC,SOC4,CSR (environment),5.96,0.94,0.73,0.73,234,234
jk16jbe,Strategic HRM theories: Configurational view,Efficiency-based work practices,Efficiency-based work practices,2.55,0.79,CUS,CUS4,CSR (customer),3.33,0.38,-0.01,-0.01,234,234
jk16jbe,Strategic HRM theories: Configurational view,Efficiency-based work practices,Efficiency-based work practices,2.55,0.79,EMP,EMP3,Performance-based pay,1.67,0.49,0.21,0.21,234,234
jk16jbe,Strategic HRM theories: Configurational view,Efficiency-based work practices,Efficiency-based work practices,2.55,0.79,EMP,EMP3,Union,0.68,0.47,0.01,0.01,234,234
jk16jbe,Strategic HRM theories: Configurational view,Efficiency-based work practices,Efficiency-based work practices,2.55,0.79,INV,INV4,Sales growth,0.0757,0.1561,0.04,0.04,234,234
jk16jbe,Strategic HRM theories: Configurational view,Efficiency-based work practices,Efficiency-based work practices,2.55,0.79,SOC,SOC2,CSR (community),1.85,0.88,-0.11,-0.11,234,234
jk16jbe,Strategic HRM theories: Configurational view,Efficiency-based work practices,Efficiency-based work practices,2.55,0.79,SOC,SOC4,CSR (environment),5.96,0.94,0.12,0.12,234,234
jv04amj,Motivation theories,Mastery goal orientation,Mastery goal orientation,5.61,0.88,EMP,EMP2,Job satisfaction,4.89,1.11,0.22,0.22,170,1
jv04amj,Motivation theories,Mastery goal orientation,Mastery goal orientation,5.61,0.88,EMP,EMP2,Leader-member exchange,3.48,0.89,0.26,0.26,170,1
jv04amj,Motivation theories,Performance goal orientation,Performance goal orientation,3.97,1.28,EMP,EMP2,Job satisfaction,4.89,1.11,-0.03,-0.03,170,1
jv04amj,Motivation theories,Performance goal orientation,Performance goal orientation,3.97,1.28,EMP,EMP2,Leader-member exchange,3.48,0.89,-0.07,-0.07,170,1
jv04amj,Motivation theories,Mastery goal orientation,Mastery goal orientation,5.61,0.88,INV,INV3,In-role job performance,5.95,0.88,0.2,0.2,170,1
jv04amj,Motivation theories,Performance goal orientation,Performance goal orientation,3.97,1.28,INV,INV3,In-role job performance,5.95,0.88,-0.01,-0.01,170,1
jv04amj,Social exchange theory,Commitment,Employee tenure,19.32,10.49,CUS,CUS4,Innovative job performance,,,-0.11,-0.11,170,1
jv04amj,Social exchange theory,Commitment,Employee tenure,19.32,10.49,EMP,EMP2,Job satisfaction,4.89,1.11,0.15,0.15,170,1
jv04amj,Social exchange theory,Commitment,Employee tenure,19.32,10.49,EMP,EMP2,Leader-member exchange,3.48,0.89,0.04,-0.04,170,1
jv04amj,Social exchange theory,Tenure,Tenure,19.32,10.49,EMP,EMP2,Leader-member exchange,3.48,0.89,0.04,0.04,170,1
jv04amj,Social exchange theory,Tenure,Tenure,19.32,10.49,INV,INV3,In-role job performance,5.95,0.88,-0.2,-0.2,170,1
jy11bjir,Motivation theories,Outsourcing status,Outsourced status,0.37,0.48,CUS,CUS4,Call abandonment rate,4.52,4.84,-0.14,0.14,215,215
jy11bjir,Motivation theories,Outsourcing status,Outsourced status,0.37,0.48,CUS,CUS4,Log average call handle time,5.54,0.8,0.02,-0.02,215,215
jy11bjir,Motivation theories,Outsourcing status,Outsourced status,0.37,0.48,CUS,CUS4,Meeting target time,8.62,11.6,-0.13,-0.13,215,215
jy11bjir,Motivation theories,Outsourcing status,Outsourced status,0.37,0.48,EMP,EMP1,Log CSR (customer service representatives) absenteeism,1.56,0.81,0.24,-0.24,215,215
jy11bjir,Motivation theories,Outsourcing status,Outsourced status,0.37,0.48,EMP,EMP1,Log CSR (customer service representatives) quit rate,1.98,1.35,0.29,-0.29,215,215
jy11bjir,Motivation theories,Outsourcing status,Outsourced status,0.37,0.48,EMP,EMP3,Log CSR (customer service representatives) benefits,7.54,2.59,-0.31,-0.31,215,215
jy11bjir,Motivation theories,Outsourcing status,Outsourced status,0.37,0.48,EMP,EMP3,Log CSR (customer service representatives) cash pay,10.33,0.29,-0.47,-0.47,215,215
jy11bjir,Motivation theories,Outsourcing status,Outsourced status,0.37,0.48,EMP,EMP3,Log manager benefits,8.39,2.39,-0.24,-0.24,215,215
jy11bjir,Motivation theories,Outsourcing status,Outsourced status,0.37,0.48,EMP,EMP3,Log manager cash pay,10.94,0.29,-0.35,-0.35,215,215
k03jom,Institutional theory,supplier quality management,supplier quality management,52.37,21.36,CUS,CUS4,Product/service design,56.69,22.79,0.558,0.558,214,214
k03jom,Institutional theory,supplier quality management,supplier quality management,52.37,21.36,CUS,CUS4,Quality performance,66.79,15.3,0.42,0.42,214,214
k03jom,Institutional theory,supplier quality management,supplier quality management,52.37,21.36,INV,INV3,Financial and market performance,62.04,18.84,0.244,0.244,214,214
k03jom,Total quality management theory,Inventory management performance ,Inventory management performance ,62.24,18.63,CUS,CUS4,Product/service design,56.69,22.79,0.236,0.236,214,214
k03jom,Total quality management theory,Inventory management performance ,Inventory management performance ,62.24,18.63,CUS,CUS4,Quality performance,66.79,15.3,0.513,0.513,214,214
k03jom,Total quality management theory,Management leadership,Management leadership,61.24,21.9,CUS,CUS4,Product/service design,56.69,22.79,0.657,0.657,214,214
k03jom,Total quality management theory,Management leadership,Management leadership,61.24,21.9,CUS,CUS4,Quality performance,66.79,15.3,0.353,0.353,214,214
k03jom,Total quality management theory,Process management,Process management,45.37,21.33,CUS,CUS4,Product/service design,56.69,22.79,0.588,0.588,214,214
k03jom,Total quality management theory,Process management,Process management,45.37,21.33,CUS,CUS4,Quality performance,66.79,15.3,0.359,0.359,214,214
k03jom,Total quality management theory,Quality data and reporting,Quality data and reporting,58.38,26.45,CUS,CUS4,Product/service design,56.69,22.79,0.487,0.487,214,214
k03jom,Total quality management theory,Quality data and reporting,Quality data and reporting,58.38,26.45,CUS,CUS4,Quality performance,66.79,15.3,0.251,0.251,214,214
k03jom,Total quality management theory,Supplier quality management,Supplier quality management,52.73,21.36,CUS,CUS4,Product/service design,56.69,22.79,0.558,0.558,214,214
k03jom,Total quality management theory,Supplier quality management,Supplier quality management,52.73,21.36,CUS,CUS4,Quality performance,66.79,15.3,0.42,0.42,214,214
k03jom,Total quality management theory,Inventory management performance ,Inventory management performance ,62.24,18.63,EMP,EMP3,Employee relations,53,23.25,0.264,0.264,214,214
k03jom,Total quality management theory,Inventory management performance ,Inventory management performance ,62.24,18.63,EMP,EMP3,Training,53.43,24.72,0.234,0.234,214,214
k03jom,Total quality management theory,Management leadership,Management leadership,61.24,21.9,EMP,EMP3,Employee relations,53,23.25,0.715,0.715,214,214
k03jom,Total quality management theory,Management leadership,Management leadership,61.24,21.9,EMP,EMP3,Training,53.43,24.72,0.651,0.651,214,214
k03jom,Total quality management theory,Process management,Process management,45.37,21.33,EMP,EMP3,Employee relations,53,23.25,0.556,0.556,214,214
k03jom,Total quality management theory,Process management,Process management,45.37,21.33,EMP,EMP3,Training,53.43,24.72,0.574,0.574,214,214
k03jom,Total quality management theory,Quality data and reporting,Quality data and reporting,58.38,26.45,EMP,EMP3,Employee relations,53,23.25,0.47,0.47,214,214
k03jom,Total quality management theory,Quality data and reporting,Quality data and reporting,58.38,26.45,EMP,EMP3,Training,53.43,24.72,0.556,0.556,214,214
k03jom,Total quality management theory,Supplier quality management,Supplier quality management,52.73,21.36,EMP,EMP3,Employee relations,53,23.25,0.529,0.529,214,214
k03jom,Total quality management theory,Supplier quality management,Supplier quality management,52.73,21.36,EMP,EMP3,Training,53.43,24.72,0.57,0.57,214,214
k03jom,Total quality management theory,Inventory management performance ,Inventory management performance ,62.24,18.63,INV,INV3,Financial and market performance,62.04,18.84,0.302,0.302,214,214
k03jom,Total quality management theory,Management leadership,Management leadership,61.24,21.9,INV,INV3,Financial and market performance,62.04,18.84,0.264,0.264,214,214
k03jom,Total quality management theory,Process management,Process management,45.37,21.33,INV,INV3,Financial and market performance,62.04,18.84,0.256,0.256,214,214
k03jom,Total quality management theory,Quality data and reporting,Quality data and reporting,58.38,26.45,INV,INV3,Financial and market performance,62.04,18.84,0.287,0.287,214,214
k03jom,Total quality management theory,Supplier quality management,Supplier quality management,52.73,21.36,INV,INV3,Financial and market performance,62.04,18.84,0.244,0.244,214,214
kl02ms,Resource-based view,R&D intensity,R&D intensity,0.04,0.05,INV,INV1,ROA,,,0.09,0.09,2837,2837
kl02ms,Resource-based view,R&D intensity,R&D intensity,0.04,0.05,INV,INV2,Tobin's Q,,,0.32,0.32,2837,2837
km00smj,Resource-based view,Firm size,Firm size,3.17,0.81,CUS,CUS4,Productivity ,,,0.08,0.08,658,658
km00smj,Work-life HRM,% of female employees,Female employees,49.79,22.54,EMP,EMP3,Career ladders,0.42,0.49,-0.13,-0.13,658,658
km00smj,Work-life HRM,% of female employees,Female employees,49.79,22.54,EMP,EMP3,WLI,2.8,2.89,0.19,0.19,658,658
km00smj,Work-life HRM,% of professionals,Professional employees,21.38,19.08,EMP,EMP3,Career ladders,0.42,0.49,-0.08,-0.08,658,658
km00smj,Work-life HRM,% of professionals,Professional employees,21.38,19.08,EMP,EMP3,WLI,2.8,2.89,0.1,0.1,658,658
km00smj,Work-life HRM,% of female employees,Female employees,49.79,22.54,INV,INV1,Productivity,5.08,0.65,-0.12,-0.12,658,658
km00smj,Work-life HRM,% of professionals,Professional employees,21.38,19.08,INV,INV1,Productivity,5.08,0.65,-0.03,-0.03,658,658
kyr11ijsom,Institutional theory,Product information sharing,Product information sharing,4.621,1.398,SOC,SOC3,GSCM orientation,4.16,1.398,0.549,0.549,125,125
kyr11ijsom,Institutional theory,Risk information sharing ,Risk information sharing ,4.329,1.443,SOC,SOC3,GSCM orientation,4.16,1.398,0.639,0.639,125,125
kyr11ijsom,Resource-based view,Partner’s trust,Partner’s trust,5.036,1.167,CUS,CUS4,Customer service performance,5.011,1.264,0.702,0.702,125,125
kyr11ijsom,Resource-based view,Partner’s trust,Partner’s trust,5.036,1.167,INV,INV3,Financial performance,4.216,1.17,0.492,0.492,125,125
kyr11ijsom,Social exchange theory,Partner’s trust,Partner’s trust,5.036,1.167,SOC,SOC3,GSCM orientation,4.16,1.398,0.493,0.493,125,125
lat13imds,Institutional theory,Legislation and regulation ,Legislation and regulation ,,,INV,INV3,Economic performance,,,,,190,190
lat13imds,Institutional theory,Legislation and regulation ,Legislation and regulation ,,,INV,INV3,Intangible performance,,,,,190,190
lat13imds,Institutional theory,Legislation and regulation ,Legislation and regulation ,,,SOC,SOC4,Environmental performance,,,,,190,190
lat13imds,Stakeholder theory,Green Purchasing Practices,Green Purchasing Practices,,,INV,INV3,Economic performance,,,,,190,190
lat13imds,Stakeholder theory,Green Purchasing Practices,Green Purchasing Practices,,,INV,INV3,Intangible performance,,,,,190,190
lat13imds,Stakeholder theory,Packaging-related eco-design ,Packaging-related eco-design ,,,INV,INV3,Economic performance,,,,,190,190
lat13imds,Stakeholder theory,Packaging-related eco-design ,Packaging-related eco-design ,,,INV,INV3,Intangible performance,,,,,190,190
lat13imds,Stakeholder theory,Product Related Eco-Design Practices,Product Related Eco-Design Practices,,,INV,INV3,Economic performance,,,,,190,190
lat13imds,Stakeholder theory,Product Related Eco-Design Practices,Product Related Eco-Design Practices,,,INV,INV3,Intangible performance,,,,,190,190
lat13imds,Stakeholder theory,Green Purchasing Practices,Green Purchasing Practices,,,SOC,SOC4,Environmental performance,,,,,190,190
lat13imds,Stakeholder theory,Packaging-related eco-design ,Packaging-related eco-design ,,,SOC,SOC4,Environmental performance,,,,,190,190
lat13imds,Stakeholder theory,Product Related Eco-Design Practices,Product Related Eco-Design Practices,,,SOC,SOC4,Environmental performance,,,,,190,190
lcy12ijebm,Competitive advantages,Supplier involvement,SI,5.06,1.24,CUS,CUS4,Customer involvement,5.44,1.09,0.286,0.286,208,208
lcy12ijebm,Competitive advantages,Third Party Involvement,TI,4.77,1.32,CUS,CUS4,Customer involvement,5.44,1.09,0.259,0.259,208,208
lcy12ijebm,Competitive advantages,Supplier involvement,SI,5.06,1.24,INV,INV3,Market performance,5.05,1.1,0.263,0.263,208,208
lcy12ijebm,Competitive advantages,Third Party Involvement,TI,4.77,1.32,INV,INV3,Market performance,5.05,1.1,0.349,0.349,208,208
lcy12ijebm,Contingency theory,Market turbulence,Market uncertain ,4.68,1.3,INV,INV3,Market performance,5.05,1.1,0.288,0.288,208,208
lcy12ijebm,Contingency theory,Technological turbulence,Technology uncertain,5.21,1.2,INV,INV3,Market performance,5.05,1.1,0.402,0.402,208,208
lm96os,Competitive advantages,Strategy: cost leadership,Strategy: cost leadership,4.33,0.83,INV,INV3,Performance,3.32,0.63,0.25,0.25,151,151
lpaf13jcp,Total quality management theory,Quality management practices (QMPs),Quality management practices (QMPs),,,INV,INV3,Financial performance,,,-0.063,-0.063,374,374
lpaf13jcp,Total quality management theory,Quality management practices (QMPs),Quality management practices (QMPs),,,INV,INV3,Market success factors,,,0.397,0.397,374,374
lw98hrdq,Contingency theory,Concentration,Concentration,40.89,14.77,INV,INV1,ROA,,,0.14,0.14,120,120
lw98hrdq,Contingency theory,Concentration,Concentration,40.89,14.77,INV,INV4,Growth in sales,,,-0.12,-0.12,120,120
lw98hrdq,Contingency theory,Concentration,Concentration,40.89,14.77,INV,INV4,Growth in stock values,,,0.11,0.11,120,120
lw98hrdq,Resource-based view,Firm age,Age,19.81,11.41,EMP,EMP3,HR orientation,,,0.38,0.38,120,120
lw98hrdq,Resource-based view,Age,Age,19.81,11.41,INV,INV1,ROA,,,0.05,0.05,120,120
lw98hrdq,Resource-based view,Firm age,Age,19.81,11.41,INV,INV1,Market share,,,0.31,0.31,120,120
lw98hrdq,Resource-based view,Firm age,Age,19.81,11.41,INV,INV1,Return on assets,4.67,22.12,0.05,0.05,120,120
lw98hrdq,Resource-based view,Research intensity,Research intensity,0.07,0.04,INV,INV1,ROA,,,-0.22,-0.22,120,120
lw98hrdq,Resource-based view,Firm age,Age,19.81,11.41,INV,INV4,Growth in sales,,,-0.32,-0.32,120,120
lw98hrdq,Resource-based view,Firm age,Age,19.81,11.41,INV,INV4,Growth in stock values,,,-0.19,-0.19,120,120
lwlm14amj,Resource-based view,Creativity,Creativity,4.48,1.09,CUS,CUS4,Customer Service Behaviors,,,0.66,0.66,961,71
lwlm14amj,Resource-based view,Creativity,Creativity,4.48,1.09,EMP,EMP1,Employee Identification with the Store,,,0.1,0.1,961,71
lwlm14amj,Resource-based view,Creativity,Creativity,4.48,1.09,EMP,EMP1,Turnover Intentions,,,-0.05,0.05,961,71
lwlm14amj,Resource-based view,Creativity,Creativity,4.48,1.09,EMP,EMP3,Serving Culture,,,,,961,71
